index;x;y;z
2127;0.153915;-0.549042;-0.857468
2128;0.193558;-0.528824;-0.799789
2129;0.217407;-0.692184;-0.966751
2130;0.249344;-0.717087;-1.159149
2131;0.138077;-0.534195;-1.115097
2132;0.037720;-0.485886;-0.929794
2133;0.088348;-0.478073;-0.795151
2134;0.056503;-0.435150;-0.629135
2135;0.046753;-0.405624;-0.509888
2136;0.104874;-0.461044;-0.561066
2137;0.097656;-0.485916;-0.651245
2138;0.097321;-0.496170;-0.733810
2139;0.090317;-0.482101;-0.734894
2140;0.088440;-0.526764;-0.691910
2141;0.142029;-0.597198;-0.812057
2142;0.133987;-0.669662;-1.101700
2143;0.065079;-0.637268;-1.292435
2144;-0.002594;-0.574280;-1.182617
2145;0.094559;-0.605820;-1.052292
2146;0.135513;-0.520325;-0.952621
2147;0.097000;-0.427094;-0.820877
2148;0.015656;-0.402908;-0.722610
2149;0.012299;-0.372253;-0.558868
2150;0.058640;-0.374207;-0.483429
2151;0.044968;-0.344513;-0.492844
2152;0.024094;-0.392029;-0.576553
2153;0.055817;-0.454224;-0.684097
2154;0.124100;-0.493820;-0.818298
2155;0.116867;-0.545044;-0.944016
2156;0.175278;-0.633911;-1.076614
2157;0.234558;-0.631454;-1.151016
2158;0.161072;-0.607880;-1.227417
2159;0.103455;-0.547653;-1.252975
2160;0.052551;-0.431976;-1.130356
2161;0.181885;-0.460785;-1.047256
2162;0.234375;-0.421600;-1.071182
2163;0.135452;-0.272278;-0.949738
2164;0.078888;-0.252319;-0.788681
2165;0.160446;-0.322510;-0.765076
2166;0.146469;-0.278305;-0.712372
2167;0.122650;-0.275009;-0.636612
2168;0.157684;-0.340683;-0.663742
2169;0.160538;-0.394241;-0.767273
2170;0.116730;-0.392960;-0.843445
2171;0.107529;-0.463394;-0.820618
2172;0.177917;-0.548462;-0.923126
2173;0.181473;-0.619644;-1.252213
2174;0.062881;-0.572983;-1.449036
2175;0.040756;-0.460297;-1.252884
2176;0.101151;-0.438782;-1.022064
2177;0.176559;-0.377548;-0.984009
2178;0.171951;-0.318085;-0.917160
2179;0.032562;-0.182098;-0.786682
2180;0.013138;-0.234726;-0.709854
2181;0.144638;-0.403656;-0.747269
2182;0.127090;-0.337540;-0.762360
2183;0.082336;-0.342316;-0.680649
2184;0.141891;-0.387558;-0.642838
2185;0.142090;-0.427567;-0.708572
2186;0.117096;-0.447937;-0.800415
2187;0.134995;-0.611984;-0.972610
2188;0.178558;-0.691605;-1.142792
2189;0.036514;-0.626526;-1.182251
2190;0.022964;-0.576538;-1.099487
2191;0.031586;-0.487015;-1.049835
2192;0.089203;-0.457520;-0.907623
2193;0.174164;-0.435562;-0.901901
2194;0.135849;-0.350967;-0.964523
2195;0.092743;-0.274200;-0.901962
2196;0.131134;-0.294022;-0.775208
2197;0.173462;-0.343384;-0.639465
2198;0.165359;-0.377319;-0.575485
2199;0.171112;-0.455292;-0.656937
2200;0.150620;-0.541595;-0.833786
2201;0.093491;-0.487793;-0.897507
2202;0.092682;-0.490402;-0.960785
2203;0.042053;-0.499069;-1.007401
2204;-0.028885;-0.477951;-1.074127
2205;-0.119247;-0.447418;-1.227020
2206;-0.176514;-0.360443;-1.182571
2207;-0.097610;-0.385056;-0.994568
2208;0.042038;-0.418579;-0.891327
2209;0.093536;-0.389633;-0.890396
2210;0.009827;-0.268173;-0.780701
2211;-0.015991;-0.329102;-0.691071
2212;0.119507;-0.474487;-0.726074
2213;0.124084;-0.405289;-0.735672
2214;0.016113;-0.311050;-0.730194
2215;0.019745;-0.328827;-0.735596
2216;0.120163;-0.353180;-0.806839
2217;0.104919;-0.318481;-0.811981
2218;0.098022;-0.381668;-0.873016
2219;0.212708;-0.482468;-1.022064
2220;0.035507;-0.396088;-1.002396
2221;-0.005569;-0.363235;-1.131699
2222;0.088943;-0.437897;-1.239670
2223;0.163116;-0.493652;-1.297379
2224;0.107574;-0.315094;-1.230606
2225;0.019257;-0.212814;-1.160919
2226;-0.026093;-0.166885;-0.971024
2227;0.010376;-0.130783;-0.796448
2228;0.047226;0.089478;-0.661987
2229;0.146301;-0.028976;-0.441376
2230;0.126099;-0.230301;-0.583115
2231;0.304901;-0.323013;-0.806366
2232;0.085312;-0.261688;-0.965424
2233;-0.154205;-0.290176;-0.828781
2234;-0.022980;-0.447403;-0.959137
2235;-0.068405;-0.444824;-1.213242
2236;-0.289978;-0.385254;-1.374466
2237;-0.251343;-0.266891;-1.424957
2238;-0.121246;-0.257874;-1.206604
2239;0.053558;-0.260941;-1.071732
2240;0.029251;-0.170959;-1.058075
2241;-0.104599;-0.054565;-0.866745
2242;-0.224472;-0.080170;-0.628403
2243;-0.151276;-0.221741;-0.487549
2244;-0.064713;-0.254883;-0.543747
2245;0.025848;-0.274658;-0.764420
2246;-0.053070;-0.287857;-0.858673
2247;-0.105774;-0.250870;-0.970108
2248;-0.034470;-0.195312;-1.167465
2249;0.087479;-0.377167;-1.212982
2250;0.132050;-0.302078;-1.306595
2251;-0.017136;-0.241196;-1.264542
2252;0.022095;-0.280548;-1.305954
2253;0.003174;-0.196838;-1.178024
2254;0.028183;-0.236221;-1.042587
2255;0.169800;-0.281357;-1.096771
2256;0.108124;-0.198181;-1.122574
2257;0.048447;-0.134720;-1.028259
2258;0.062378;-0.168411;-0.858871
2259;0.161331;-0.234863;-0.701935
2260;0.176575;-0.268234;-0.563477
2261;0.225525;-0.345367;-0.590881
2262;0.288101;-0.374954;-0.714706
2263;0.215637;-0.291412;-0.751419
2264;0.131714;-0.203018;-0.655945
2265;0.133987;-0.213089;-0.624130
2266;0.112137;-0.250809;-0.738846
2267;0.063156;-0.257919;-1.055603
2268;-0.160995;-0.141068;-1.416046
2269;-0.297729;-0.020493;-1.404587
2270;-0.128876;-0.069305;-1.243179
2271;0.146454;-0.173523;-1.333054
2272;0.081970;-0.015045;-1.322784
2273;-0.148300;0.073044;-1.118774
2274;-0.103180;-0.107529;-0.983627
2275;0.090805;-0.201309;-0.886810
2276;0.060501;-0.178635;-0.695724
2277;0.063599;-0.175369;-0.610718
2278;0.106964;-0.176208;-0.591736
2279;0.115433;-0.195938;-0.648483
2280;0.097748;-0.235931;-0.808945
2281;0.145187;-0.364487;-1.093491
2282;0.232956;-0.428635;-1.299698
2283;0.147385;-0.371185;-1.273560
2284;0.070343;-0.338913;-1.116577
2285;0.028397;-0.384415;-0.951065
2286;0.117554;-0.371658;-0.907593
2287;0.065872;-0.252304;-0.847366
2288;0.005280;-0.070999;-0.659698
2289;-0.030319;-0.015121;-0.458069
2290;-0.092361;-0.026901;-0.504059
2291;-0.250793;-0.143143;-0.671173
2292;-0.124832;-0.173813;-0.976578
2293;-0.199692;-0.312561;-1.299713
2294;-0.192474;-0.362305;-1.783005
2295;-0.199280;-0.117493;-1.681641
2296;-0.304306;0.019531;-1.432739
2297;-0.249115;-0.008514;-1.239685
2298;-0.267166;0.014069;-1.356140
2299;-0.406143;0.150253;-1.325516
2300;-0.325333;0.240585;-1.207916
2301;-0.277039;0.087570;-1.058090
2302;-0.122971;-0.016342;-1.069366
2303;-0.037262;-0.011078;-1.060120
2304;-0.121536;-0.002701;-0.857010
2305;-0.186813;-0.107361;-0.738815
2306;-0.132324;-0.183762;-0.892914
2307;-0.129639;-0.038773;-0.843536
2308;-0.113205;-0.181870;-0.655441
2309;-0.070953;-0.139038;-0.550201
2310;0.233795;-0.016418;-0.296677
2311;0.670517;0.160339;-0.572662
2312;0.597061;-0.251678;-0.574768
2313;0.345642;-0.025162;-0.784546
2314;0.138809;-0.205215;-0.889496
2315;-0.180481;-0.357956;-1.132935
2316;-0.041229;-0.383850;-1.338135
2317;-0.252472;-0.220352;-1.468109
2318;-0.311661;-0.042221;-1.367310
2319;-0.348816;-0.121155;-0.956100
2320;-0.286453;-0.181885;-0.701370
2321;-0.250763;-0.232117;-0.647461
2322;-0.383301;-0.262817;-0.680710
2323;-0.106003;-0.549240;-1.049072
2324;-0.055527;-0.020218;-1.187393
2325;0.080750;-0.254730;-1.196854
2326;0.106461;-0.517715;-1.054245
2327;0.236771;-0.542297;-1.255920
2328;0.202393;-0.174530;-1.481979
2329;0.158798;-0.242035;-1.299194
2330;0.205444;-0.157623;-1.210281
2331;0.344360;-0.073273;-1.249405
2332;0.259369;0.108627;-1.233963
2333;0.222382;0.055878;-1.057281
2334;0.210129;0.027588;-0.932663
2335;0.233871;-0.049362;-0.736328
2336;0.264862;-0.167587;-0.610931
2337;0.261215;-0.293091;-0.507614
2338;0.222717;-0.282150;-0.483963
2339;0.172241;-0.283203;-0.556900
2340;0.093506;-0.281815;-0.673157
2341;0.035385;-0.312714;-0.743484
2342;-0.018951;-0.383774;-0.815918
2343;-0.056458;-0.457916;-0.993195
2344;-0.118942;-0.482681;-1.201553
2345;-0.176773;-0.473846;-1.349152
2346;-0.111099;-0.510117;-1.275192
2347;-0.036713;-0.500916;-1.144760
2348;0.074142;-0.416946;-1.136703
2349;0.124283;-0.343491;-1.371323
2350;0.103745;-0.132538;-1.363998
2351;0.084991;-0.007919;-1.105774
2352;0.067749;0.024277;-0.848724
2353;0.073578;0.028137;-0.671494
2354;0.103027;-0.024612;-0.649719
2355;0.118393;-0.114151;-0.554443
2356;0.117050;-0.157639;-0.493622
2357;0.100143;-0.217346;-0.547791
2358;0.076172;-0.219345;-0.670181
2359;0.049530;-0.248367;-0.619247
2360;0.089645;-0.466461;-0.785095
2361;0.145477;-0.651749;-1.338486
2362;0.142319;-0.736618;-1.678314
2363;0.205841;-0.931992;-1.507355
2364;0.242798;-0.862213;-1.418381
2365;0.189026;-0.731461;-1.268463
2366;0.205338;-0.550171;-1.026764
2367;0.131561;-0.302658;-1.041946
2368;0.081146;-0.142242;-1.051315
2369;0.082230;-0.137512;-1.158310
2370;0.001099;-0.099319;-1.105225
2371;-0.133774;-0.060562;-0.982498
2372;-0.139801;-0.166840;-0.856964
2373;-0.115891;-0.160812;-0.657516
2374;-0.104263;-0.061234;-0.498383
2375;-0.027695;-0.117111;-0.421295
2376;-0.023453;-0.167725;-0.369003
2377;-0.021545;-0.294571;-0.464325
2378;-0.080368;-0.398407;-0.671524
2379;-0.096832;-0.517059;-0.803024
2380;-0.012390;-0.651947;-0.846649
2381;0.018951;-0.768097;-0.866531
2382;-0.002380;-0.835281;-1.011658
2383;0.034729;-0.732513;-1.153442
2384;0.100571;-0.514725;-1.185715
2385;0.099121;-0.302368;-1.175781
2386;0.047226;-0.309937;-1.360641
2387;-0.097504;-0.263550;-1.147354
2388;-0.048843;-0.366745;-0.800476
2389;0.089294;-0.399612;-0.641754
2390;0.188324;-0.442123;-0.616364
2391;0.169968;-0.413696;-0.592957
2392;0.175369;-0.499680;-0.546555
2393;0.174744;-0.582703;-0.524277
2394;0.134491;-0.577072;-0.596985
2395;0.077744;-0.563950;-0.631668
2396;0.056213;-0.574905;-0.686722
2397;0.049057;-0.616531;-0.785919
2398;0.002975;-0.624069;-0.853348
2399;-0.000259;-0.616257;-0.894424
2400;-0.087433;-0.505371;-0.967560
2401;-0.229126;-0.364166;-1.072617
2402;-0.326508;-0.208649;-0.915405
2403;-0.199768;-0.310654;-0.732269
2404;-0.009842;-0.542770;-0.899429
2405;0.000854;-0.409790;-1.204559
2406;-0.075500;-0.246323;-1.138977
2407;-0.024551;-0.519821;-0.841110
2408;-0.012054;-0.652008;-0.748413
2409;-0.081436;-0.424011;-0.608749
2410;-0.003601;-0.424652;-0.425934
2411;0.103363;-0.525452;-0.434753
2412;0.124847;-0.496368;-0.613342
2413;0.137436;-0.499191;-0.841873
2414;0.164154;-0.484253;-1.061432
2415;0.137039;-0.517258;-1.054550
2416;0.077454;-0.518051;-0.994675
2417;0.004791;-0.536850;-0.937988
2418;-0.057571;-0.536011;-0.932632
2419;-0.044678;-0.565903;-0.899612
2420;0.097458;-0.699127;-1.073318
2421;0.058151;-0.453384;-1.201080
2422;0.043015;-0.312546;-1.035553
2423;0.093750;-0.433060;-0.934799
2424;0.067322;-0.393372;-0.924515
2425;0.077667;-0.398956;-0.902206
2426;0.065262;-0.413666;-0.824295
2427;0.067368;-0.495605;-0.818359
2428;0.044342;-0.470688;-0.891556
2429;-0.048981;-0.366806;-0.777252
2430;0.002670;-0.467712;-0.617325
2431;0.026550;-0.558411;-0.621719
2432;-0.097641;-0.521683;-0.830002
2433;-0.228226;-0.458237;-1.008881
2434;-0.270157;-0.399307;-1.040680
2435;-0.148132;-0.349777;-0.922028
2436;0.009918;-0.379349;-0.971039
2437;0.055222;-0.403580;-1.208878
2438;-0.106232;-0.204620;-1.293472
2439;-0.107956;-0.305130;-0.947769
2440;-0.094711;-0.428802;-0.691742
2441;-0.094635;-0.463440;-0.631393
2442;-0.098038;-0.427734;-0.597244
2443;-0.040695;-0.435867;-0.637665
2444;-0.016998;-0.420181;-0.624359
2445;0.025192;-0.479324;-0.681351
2446;0.065399;-0.547836;-0.822540
2447;0.071793;-0.569565;-1.032486
2448;0.056442;-0.497437;-1.106262
2449;0.062897;-0.526779;-1.102692
2450;-0.032806;-0.480011;-1.075851
2451;-0.073547;-0.492996;-0.947418
2452;-0.043335;-0.641022;-1.087189
2453;-0.177429;-0.445435;-1.427872
2454;-0.292099;-0.297333;-1.334564
2455;-0.202164;-0.367996;-1.029114
2456;-0.091019;-0.345139;-0.814499
2457;-0.036896;-0.300217;-0.577774
2458;0.041458;-0.405930;-0.428268
2459;0.105087;-0.566833;-0.592773
2460;-0.067535;-0.440689;-0.817505
2461;-0.145386;-0.394516;-0.740692
2462;-0.027664;-0.514618;-0.582245
2463;-0.027649;-0.489120;-0.562622
2464;-0.116608;-0.419373;-0.756439
2465;-0.281479;-0.343033;-1.126541
2466;-0.306946;-0.326401;-1.154922
2467;-0.096695;-0.420654;-1.230515
2468;0.043579;-0.420013;-1.353409
2469;0.002930;-0.300110;-1.285065
2470;-0.072098;-0.327698;-1.010986
2471;-0.055084;-0.476013;-0.876862
2472;-0.107666;-0.416031;-0.735672
2473;-0.090485;-0.372726;-0.529541
2474;-0.005173;-0.412857;-0.522018
2475;0.003952;-0.421707;-0.524506
2476;0.068359;-0.459671;-0.568939
2477;0.154129;-0.572525;-0.762543
2478;0.152588;-0.661606;-1.053101
2479;0.113785;-0.597687;-1.174149
2480;0.205795;-0.601669;-1.225998
2481;0.154449;-0.488663;-1.173340
2482;0.128021;-0.462784;-1.014359
2483;0.120193;-0.479324;-1.088867
2484;0.038406;-0.394165;-1.158157
2485;-0.066895;-0.344513;-1.103561
2486;-0.068924;-0.358444;-0.933990
2487;-0.009262;-0.368454;-0.733582
2488;0.028671;-0.321030;-0.556198
2489;0.092056;-0.421295;-0.408768
2490;0.157928;-0.632812;-0.643280
2491;-0.028625;-0.481216;-0.934494
2492;-0.074066;-0.467789;-0.761856
2493;0.058517;-0.579620;-0.622955
2494;0.111526;-0.655685;-0.706924
2495;-0.040237;-0.574448;-1.022217
2496;-0.229385;-0.460022;-1.266205
2497;-0.251617;-0.479889;-1.093964
2498;-0.107056;-0.490356;-1.077377
2499;-0.033951;-0.390732;-1.219269
2500;-0.075775;-0.196594;-1.181931
2501;-0.088806;-0.213867;-0.869812
2502;0.002396;-0.441940;-0.756256
2503;-0.052597;-0.366470;-0.728073
2504;0.005630;-0.351593;-0.561630
2505;0.135071;-0.473312;-0.513641
2506;0.106201;-0.500061;-0.473801
2507;0.127609;-0.600632;-0.487839
2508;0.122391;-0.738144;-0.673691
2509;0.015167;-0.738770;-0.970963
2510;-0.106033;-0.571136;-1.137466
2511;-0.057892;-0.545685;-1.114700
2512;-0.052261;-0.517944;-1.008743
2513;-0.018875;-0.597488;-0.894226
2514;-0.023514;-0.702515;-1.114136
2515;-0.128967;-0.470840;-1.274033
2516;-0.080429;-0.409180;-1.114410
2517;-0.004684;-0.417068;-0.960541
2518;-0.013000;-0.302811;-0.700714
2519;0.023315;-0.331177;-0.448792
2520;0.140701;-0.513412;-0.479492
2521;0.113815;-0.477280;-0.717865
2522;-0.019989;-0.364563;-0.764282
2523;0.020691;-0.477783;-0.668335
2524;0.037720;-0.559189;-0.665909
2525;-0.047791;-0.570251;-0.923584
2526;-0.220673;-0.475830;-1.158920
2527;-0.256454;-0.460831;-1.153702
2528;-0.183197;-0.488159;-1.092087
2529;-0.085159;-0.477859;-1.180008
2530;-0.067780;-0.316849;-1.242218
2531;-0.083633;-0.271378;-1.014755
2532;-0.061920;-0.447647;-0.822220
2533;-0.049072;-0.509521;-0.761902
2534;-0.073166;-0.388016;-0.684128
2535;0.001007;-0.406311;-0.569885
2536;0.006821;-0.401489;-0.499588
2537;-0.009308;-0.394577;-0.494766
2538;-0.013519;-0.473190;-0.604889
2539;-0.071518;-0.541336;-0.738785
2540;-0.142792;-0.530685;-0.813309
2541;-0.170990;-0.548218;-0.843781
2542;-0.297150;-0.508347;-0.941544
2543;-0.302551;-0.205307;-0.837158
2544;-0.372559;-0.556442;-0.948181
2545;-0.403091;-0.677048;-1.124237
2546;-0.527390;-0.498871;-1.162857
2547;-0.590317;-0.620407;-1.275421
2548;-0.354767;-0.713577;-1.044876
2549;-0.136856;-0.485107;-0.849319
2550;-0.114670;-0.446335;-0.652313
2551;-0.058868;-0.588669;-0.723007
2552;0.029007;-0.531357;-0.826736
2553;-0.209518;-0.342804;-0.773087
2554;-0.052979;-0.398956;-0.695648
2555;-0.044525;-0.497360;-0.630020
2556;-0.017532;-0.596466;-0.753265
2557;-0.133636;-0.560455;-0.969238
2558;-0.140091;-0.554276;-1.024109
2559;-0.136688;-0.571365;-0.990341
2560;-0.103531;-0.557846;-0.967819
2561;-0.001938;-0.583664;-0.992020
2562;-0.039932;-0.470642;-1.016876
2563;-0.075821;-0.422974;-0.854507
2564;0.063553;-0.566132;-0.713577
2565;0.022659;-0.506454;-0.631744
2566;0.011078;-0.497635;-0.521393
2567;0.090424;-0.527313;-0.457794
2568;0.107544;-0.519394;-0.469437
2569;0.177094;-0.582840;-0.545502
2570;0.256699;-0.650116;-0.748215
2571;0.267303;-0.646393;-0.914108
2572;0.231430;-0.624161;-0.951675
2573;0.221771;-0.628128;-0.967468
2574;0.139740;-0.511810;-1.015945
2575;0.170074;-0.619125;-0.937790
2576;0.236893;-0.775543;-1.130127
2577;0.033142;-0.582169;-1.234665
2578;-0.085526;-0.501022;-1.070190
2579;-0.033401;-0.543777;-0.891098
2580;-0.035141;-0.482086;-0.731247
2581;-0.001678;-0.422745;-0.516281
2582;0.095901;-0.565796;-0.450500
2583;0.174301;-0.668594;-0.592331
2584;0.031555;-0.576141;-0.630112
2585;0.038010;-0.578918;-0.521851
2586;0.121918;-0.686035;-0.448807
2587;0.138641;-0.756622;-0.503220
2588;0.085037;-0.805466;-0.742249
2589;-0.004761;-0.821304;-1.002945
2590;-0.002243;-0.779175;-1.053497
2591;0.021133;-0.668152;-1.037994
2592;0.015884;-0.670715;-1.038803
2593;-0.017075;-0.640228;-1.104126
2594;-0.124985;-0.447067;-1.040176
2595;-0.090622;-0.457932;-0.839691
2596;0.008362;-0.505936;-0.711792
2597;-0.005615;-0.447693;-0.544769
2598;0.092377;-0.479553;-0.387482
2599;0.174576;-0.492981;-0.372696
2600;0.251907;-0.531677;-0.389786
2601;0.313156;-0.616486;-0.526749
2602;0.318680;-0.719788;-0.715256
2603;0.250015;-0.770432;-0.934280
2604;0.086578;-0.732315;-0.992371
2605;0.073517;-0.714401;-0.902832
2606;0.070633;-0.689789;-0.872940
2607;0.114716;-0.691025;-0.906128
2608;0.196625;-0.791321;-1.135239
2609;0.107071;-0.609558;-1.244827
2610;0.072189;-0.497696;-1.027710
2611;0.076248;-0.444244;-0.782227
2612;0.094101;-0.378067;-0.651230
2613;0.110504;-0.332062;-0.592682
2614;0.173431;-0.388931;-0.571152
2615;0.277161;-0.523392;-0.732132
2616;0.236084;-0.469315;-0.874298
2617;0.141266;-0.436462;-0.732727
2618;0.282455;-0.548965;-0.579178
2619;0.232071;-0.594879;-0.655350
2620;0.156006;-0.596939;-0.763412
2621;0.021057;-0.551727;-0.985535
2622;-0.069595;-0.497345;-1.040863
2623;-0.100494;-0.547012;-0.953979
2624;-0.011185;-0.686172;-1.078690
2625;-0.001953;-0.623154;-1.267349
2626;-0.095078;-0.464890;-1.087601
2627;0.015594;-0.349274;-0.598465
2628;-0.166290;-0.587875;-1.017517
2629;-0.046585;-0.332687;-0.815506
2630;-0.102921;-0.297424;-0.587326
2631;0.050293;-0.270935;-0.590683
2632;0.055450;-0.317108;-0.722870
2633;-0.062149;-0.277573;-0.759079
2634;-0.003357;-0.362610;-0.984467
2635;0.065750;-0.360565;-1.058243
2636;0.070068;-0.363586;-1.047928
2637;0.116028;-0.384888;-1.069305
2638;0.111526;-0.410889;-1.053009
2639;0.184769;-0.562042;-1.185501
2640;0.236923;-0.505447;-1.484283
2641;0.071777;-0.245743;-1.369400
2642;0.115555;-0.275726;-1.100128
2643;0.137512;-0.268082;-0.895737
2644;0.142731;-0.203232;-0.693954
2645;0.180008;-0.215317;-0.506561
2646;0.249054;-0.369537;-0.452133
2647;0.407242;-0.504532;-0.644577
2648;0.308868;-0.417542;-0.808701
2649;0.095245;-0.364929;-0.720078
2650;0.210999;-0.527298;-0.599854
2651;0.259003;-0.625153;-0.642944
2652;0.179291;-0.563873;-0.823563
2653;0.121338;-0.491302;-1.010849
2654;0.187149;-0.541382;-1.014877
2655;0.186325;-0.525314;-1.022339
2656;0.144791;-0.514236;-0.971451
2657;0.208649;-0.571732;-1.025467
2658;0.083191;-0.411835;-1.057297
2659;-0.007706;-0.391068;-0.878265
2660;0.085388;-0.428864;-0.694702
2661;0.063065;-0.346588;-0.693375
2662;0.056335;-0.291367;-0.578064
2663;0.223480;-0.285843;-0.584534
2664;0.383331;-0.241394;-0.696625
2665;0.386215;-0.210403;-0.768875
2666;0.560669;-0.187592;-0.933289
2667;0.332840;-0.095078;-0.858475
2668;0.139175;-0.023697;-1.501205
2669;0.246185;-0.093399;-1.147446
2670;-0.159393;-0.256729;-1.103226
2671;-0.090012;-0.169968;-1.086395
2672;-0.096527;0.071198;-1.443115
2673;-0.000015;0.052826;-1.210358
2674;0.004028;0.016510;-1.027542
2675;0.143799;-0.057266;-1.011093
2676;0.172913;-0.135223;-0.861969
2677;-0.006287;-0.210754;-0.725693
2678;0.164047;-0.130707;-0.717346
2679;0.130203;-0.179642;-0.711792
2680;0.143768;-0.153641;-0.736938
2681;-0.024200;-0.136581;-0.698090
2682;-0.136703;-0.102661;-0.988144
2683;-0.037735;-0.148926;-0.931656
2684;-0.107132;-0.063553;-0.990845
2685;-0.146545;0.010345;-1.080887
2686;-0.090363;0.096771;-1.105835
2687;-0.059982;-0.104965;-1.206177
2688;0.077545;-0.078873;-1.520935
2689;0.060501;-0.174850;-1.137970
2690;0.217865;-0.181091;-0.868225
2691;0.507980;-0.128815;-1.100021
2692;0.494705;-0.085953;-0.893997
2693;0.522430;-0.144348;-0.624817
2694;0.477219;-0.336151;-0.531387
2695;0.569809;-0.234009;-0.477432
2696;0.575989;-0.174469;-0.858521
2697;0.516571;-0.167038;-0.833344
2698;0.414536;-0.233963;-0.861298
2699;0.315628;-0.156723;-0.703156
2700;0.357483;-0.121536;-0.776642
2701;0.463791;-0.181564;-0.902954
2702;0.634354;-0.198105;-0.966522
2703;0.892044;-0.400650;-1.093079
2704;0.872849;-0.333176;-1.091431
2705;0.916687;-0.384796;-0.996338
2706;0.910889;-0.267105;-1.006195
2707;0.720261;-0.133713;-0.920258
2708;0.688446;-0.160202;-0.833038
2709;0.574951;-0.035461;-0.840790
2710;0.414078;-0.005966;-0.747330
2711;0.348206;-0.074142;-0.631622
2712;0.251556;-0.145065;-0.580658
2713;0.204300;-0.152435;-0.677887
2714;0.364288;-0.326111;-0.759888
2715;0.360962;-0.344208;-0.951263
2716;0.247070;-0.352829;-1.005386
2717;0.121689;-0.317017;-0.886719
2718;0.082977;-0.383224;-0.819229
2719;0.118149;-0.436234;-0.846954
2720;0.175018;-0.462799;-0.916443
2721;0.184311;-0.500580;-0.933060
2722;0.065262;-0.489746;-0.833878
2723;0.030579;-0.473373;-0.838638
2724;0.043869;-0.463333;-0.867554
2725;0.027252;-0.452240;-0.888031
2726;0.001053;-0.405350;-0.923630
2727;-0.076294;-0.349457;-0.987823
2728;-0.158051;-0.332642;-0.909241
2729;-0.209061;-0.377197;-0.840134
2730;-0.233627;-0.337463;-0.759827
2731;-0.176193;-0.371872;-0.714935
2732;-0.104141;-0.512741;-0.745575
2733;-0.078415;-0.474319;-0.848541
2734;-0.076813;-0.471939;-0.869751
2735;0.000198;-0.583817;-0.855667
2736;0.069550;-0.537781;-0.937561
2737;0.107224;-0.432114;-1.011261
2738;0.074448;-0.535004;-0.910461
2739;0.066330;-0.538376;-0.951828
2740;0.055786;-0.397644;-1.007629
2741;0.080688;-0.342773;-0.955200
2742;0.161057;-0.420975;-0.900116
2743;0.183990;-0.423172;-0.896622
2744;0.168854;-0.429810;-0.844559
2745;0.178223;-0.449570;-0.804626
2746;0.164322;-0.446655;-0.753372
2747;0.151474;-0.409500;-0.840088
2748;0.194244;-0.460022;-0.812607
2749;0.268478;-0.600494;-0.814026
2750;0.353302;-0.584900;-1.067749
2751;0.311371;-0.519943;-1.122742
2752;0.267395;-0.501953;-1.107956
2753;0.275894;-0.411942;-1.318008
2754;0.257034;-0.218491;-1.471634
2755;0.245377;-0.150574;-1.320679
2756;0.215240;-0.153305;-1.004227
2757;0.242783;-0.238525;-0.854782
2758;0.232391;-0.182724;-0.853424
2759;0.178543;-0.113724;-0.753769
2760;0.190567;-0.170441;-0.672958
2761;0.222672;-0.283279;-0.655899
2762;0.186966;-0.350479;-0.570038
2763;0.197540;-0.387924;-0.620117
2764;0.243073;-0.460709;-0.743469
2765;0.213501;-0.533112;-0.788986
2766;0.218216;-0.507477;-0.908722
2767;0.226028;-0.471085;-1.036499
2768;0.197952;-0.449875;-1.060287
2769;0.195633;-0.485916;-1.056015
2770;0.124100;-0.433060;-1.046860
2771;0.083023;-0.358536;-1.051834
2772;0.063019;-0.324097;-1.020370
2773;0.092194;-0.346252;-0.957977
2774;0.146545;-0.331589;-1.025772
2775;0.142487;-0.299088;-0.995163
2776;0.097153;-0.332886;-0.785980
2777;0.069443;-0.397018;-0.623825
2778;0.036835;-0.417740;-0.607162
2779;0.056686;-0.470062;-0.705994
2780;0.079453;-0.482742;-0.791092
2781;0.057816;-0.465286;-0.825974
2782;0.012115;-0.448303;-0.779144
2783;0.038559;-0.520477;-0.722931
2784;0.130112;-0.533401;-0.801010
2785;0.201324;-0.499649;-0.946350
2786;0.259735;-0.451614;-1.035355
2787;0.310806;-0.469757;-1.035294
2788;0.354782;-0.452225;-1.089233
2789;0.385925;-0.364548;-1.174728
2790;0.390717;-0.351532;-1.090134
2791;0.371765;-0.361603;-0.926270
2792;0.332153;-0.382156;-0.838379
2793;0.248230;-0.390549;-0.712234
2794;0.193634;-0.399048;-0.633224
2795;0.145538;-0.391342;-0.625839
2796;0.074158;-0.472931;-0.601028
2797;0.083252;-0.564774;-0.635818
2798;0.156769;-0.539917;-0.847748
2799;0.104706;-0.529480;-0.810242
2800;0.095154;-0.638229;-0.756866
2801;0.052277;-0.591766;-0.817215
2802;0.000732;-0.480927;-0.922592
2803;0.003616;-0.446899;-0.975555
2804;0.094788;-0.394531;-1.159286
2805;0.099777;-0.265335;-1.115356
2806;0.154770;-0.349899;-0.881531
2807;0.342072;-0.198593;-1.048035
2808;0.336319;-0.270248;-0.919388
2809;0.399490;-0.370560;-0.828674
2810;0.357529;-0.402039;-0.673172
2811;0.384109;-0.372955;-0.754135
2812;0.429001;-0.394608;-0.698853
2813;0.482513;-0.424118;-0.634247
2814;0.487579;-0.376663;-0.651947
2815;0.580154;-0.366241;-0.604538
